Year,Annual Average CPI(-U),Annual Percent Change,index,title,genre,budget,revenue,release_date,runtime,director,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore,release_year,Poster_URL
2000,172.2,0.034,377,Cast Away,Adventure,90000000,429632142,12/22/2000,143,Robert Zemeckis,4,1,27,73,38,57,249,6.8,2000,https://image.tmdb.org/t/p/w500/7lLJgKnAicAcR5UEuo8xhSMj18w.jpg
2006,201.6,0.032,378,Happy Feet,Animation,100000000,384335608,11/16/2006,108,George Miller,4,0,26,77,62,78,175,6.2,2006,https://image.tmdb.org/t/p/w500/zP4CK9O70P8GDilfTkPm4lrmaks.jpg
2004,188.9,0.027,379,The Bourne Supremacy,Action,75000000,288500217,7/23/2004,108,Paul Greengrass,9,0,30,73,32,9,557,8.9,2004,https://image.tmdb.org/t/p/w500/7IYGiDrquvX3q7e9PV6Pejs6b2g.jpg
1997,160.5,0.023,380,Air Force One,Action,85000000,315156409,7/25/1997,124,Wolfgang Petersen,6,4,15,61,36,9,64,6.8,1997,https://image.tmdb.org/t/p/w500/vE0Yl8oc4bfFuoGH30IORxQ6e9A.jpg
2001,177.1,0.028,381,Ocean's Eleven,Thriller,85000000,450717150,12/7/2001,116,Steven Soderbergh,5,0,30,74,36,4,445,8.7,2001,https://image.tmdb.org/t/p/w500/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg
2012,229.6,0.021,383,Hotel Transylvania,Animation,85000000,358375603,9/20/2012,91,Genndy Tartakovsky,16,5,11,47,84,31,206,6.9,2012,https://image.tmdb.org/t/p/w500/eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg
2007,207.3,0.029,384,Enchanted,Comedy,85000000,340487652,11/20/2007,107,Kevin Lima,4,0,28,75,33,14,246,8.2,2007,https://image.tmdb.org/t/p/w500/8KCNzCArLlvLdQoHx6npua2VSVc.jpg
2012,229.6,0.021,385,Safe House,Action,85000000,208076205,2/9/2012,115,Daniel Espinosa,23,2,11,52,106,22,158,6.7,2012,https://image.tmdb.org/t/p/w500/7SYBPjv5ywF6cI4BSFFtlDyChT2.jpg
2011,224.9,0.032,387,Tower Heist,Action,75000000,152930623,11/2/2011,104,Brett Ratner,20,1,18,59,94,29,156,6.8,2011,https://image.tmdb.org/t/p/w500/1HcOyMODYZXnncMikfhYkw3x2ss.jpg
2006,201.6,0.032,388,The Holiday,Comedy,85000000,194168700,12/8/2006,136,Nancy Meyers,15,2,14,52,29,6,185,8.6,2006,https://image.tmdb.org/t/p/w500/n26GUumac5MrzpJiv0DPI7MMIUJ.jpg
1998,163,0.016,389,Enemy of the State,Action,90000000,250649836,11/20/1998,132,Tony Scott,7,0,15,67,18,4,141,8.5,1998,https://image.tmdb.org/t/p/w500/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg
2009,214.5,-0.004,390,It's Complicated,Comedy,85000000,219103655,12/23/2009,121,Nancy Meyers,12,1,17,57,34,41,63,5.4,2009,https://image.tmdb.org/t/p/w500/Act1ypvpDNVzWbceIktX6KmmNhh.jpg
2007,207.3,0.029,391,Ocean's Thirteen,Crime,85000000,311312624,6/7/2007,122,Steven Soderbergh,9,3,25,62,76,48,164,6.5,2007,https://image.tmdb.org/t/p/w500/pBsZs4zYUiUTemqbikTZ76iQRaU.jpg
2006,201.6,0.032,392,Open Season,Adventure,85000000,197309027,9/29/2006,83,Jill Culton,6,6,6,49,41,18,50,6.1,2006,https://image.tmdb.org/t/p/w500/w5Lctmkc1yah215Luxmci4djaiW.jpg
2014,236.7,0.016,393,Divergent,Adventure,85000000,288747895,3/14/2014,139,Neil Burger,24,2,12,48,195,130,304,6,2014,https://image.tmdb.org/t/p/w500/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg
2001,177.1,0.028,394,Enemy at the Gates,War,68000000,96976270,3/13/2001,131,Jean-Jacques Annaud,14,5,14,53,18,9,84,7.2,2001,https://image.tmdb.org/t/p/w500/9cSoNnB31hGY2mL78VT8mAbz6nR.jpg
2003,184,0.023,395,The Rundown,Adventure,85000000,80916492,9/26/2003,104,Peter Berg,13,2,21,59,16,6,145,8.7,2003,https://image.tmdb.org/t/p/w500/dJX06UwlLIwbLLt9UQ6DlkHF4jz.jpg
1993,144.5,0.03,396,Last Action Hero,Adventure,85000000,137298489,6/18/1993,130,John McTiernan,12,3,4,44,23,5,140,8.7,1993,https://image.tmdb.org/t/p/w500/yTfjHPqh7C7bkfMtEKx2mPdorQw.jpg
2005,195.3,0.034,397,Memoirs of a Geisha,Drama,85000000,162242962,12/6/2005,145,Rob Marshall,19,3,16,54,40,31,116,6.8,2005,https://image.tmdb.org/t/p/w500/pBwYsQaSTgnPphIy02DJjCF2cqs.jpg
2006,201.6,0.032,398,The Fast and the Furious: Tokyo Drift,Action,85000000,158468292,6/3/2006,104,Justin Lin,16,9,7,45,99,40,139,6.4,2006,https://image.tmdb.org/t/p/w500/cm2ffqb3XovzA5ZSzyN3jnn8qv0.jpg
1998,163,0.016,399,Meet Joe Black,Fantasy,90000000,142940100,11/12/1998,178,Martin Brest,14,6,4,43,22,34,58,5.4,1998,https://image.tmdb.org/t/p/w500/fDPAjvfPMomkKF7cMRmL5Anak61.jpg
2002,179.9,0.016,400,Collateral Damage,Action,85000000,78382433,2/6/2002,108,Andrew Davis,11,16,7,33,19,6,41,7.6,2002,https://image.tmdb.org/t/p/w500/uyzgI1jqMjQMzbjhMrWvWHd76Ua.jpg
2012,229.6,0.021,401,Mirror Mirror,Adventure,85000000,183018522,3/15/2012,106,Tarsem Singh,20,6,8,46,66,33,49,5.3,2012,https://image.tmdb.org/t/p/w500/pys6zIJN8Sxlk2Ss2GZuYuXPbtw.jpg
2003,184,0.023,403,The Core,Action,60000000,74208267,3/28/2003,136,Jon Amiel,14,6,12,48,27,17,25,5.4,2003,https://image.tmdb.org/t/p/w500/jaG2vih2z4V5fP9pnYSIL65lr8d.jpg
2000,172.2,0.034,404,Nutty Professor II: The Klumps,Fantasy,84000000,123307945,7/27/2000,106,Peter Segal,12,14,8,38,12,7,12,6,2000,https://image.tmdb.org/t/p/w500/7HlhufckAoQb1yIu3FNu339Iuv4.jpg
2002,179.9,0.016,405,Scooby-Doo,Mystery,84000000,275650703,6/14/2002,88,Raja Gosnell,12,13,6,35,63,34,58,5.7,2002,https://image.tmdb.org/t/p/w500/mTAiBJGg8mqEfnYHHbi37ZoRSZm.jpg
2012,229.6,0.021,406,Dredd,Action,50000000,41037742,9/7/2012,95,Pete Travis,7,4,19,60,81,25,1016,8.8,2012,https://image.tmdb.org/t/p/w500/wLx65gtGVnUFCxceHWGszcruCZj.jpg
2006,201.6,0.032,407,Click,Comedy,82500000,237681299,6/22/2006,107,Frank Coraci,14,10,11,45,71,56,195,6.6,2006,https://image.tmdb.org/t/p/w500/oL0k5JA53PyoHSZqKb3cNkhwBCE.jpg
1982,96.5,0.061,408,Creepshow,Horror,8000000,21028755,11/12/1982,120,George A. Romero,3,0,6,59,7,0,17,7.7,1982,https://image.tmdb.org/t/p/w500/4SoyTCEpsgLjX6yAyMsx3AsAyRQ.jpg
2008,215.3,0.038,410,Jumper,Adventure,85000000,222231186,2/10/2008,88,Doug Liman,20,14,2,35,102,92,346,7.3,2008,https://image.tmdb.org/t/p/w500/3pPZ9JhNz3VMmASVir5SMHvTDUU.jpg
2008,215.3,0.038,411,Hellboy II: The Golden Army,Adventure,85000000,160388063,7/11/2008,120,Guillermo del Toro,1,0,35,78,66,30,275,7.5,2008,https://image.tmdb.org/t/p/w500/zO0Wdrxnhx3KoJEvychSmnY3urC.jpg
2007,207.3,0.029,412,Zodiac,Crime,65000000,84785914,3/2/2007,157,David Fincher,5,0,35,78,56,20,631,8.5,2007,https://image.tmdb.org/t/p/w500/6YmeO4pB7XTh8P8F960O1uA14JO.jpg
2000,172.2,0.034,413,The 6th Day,Science,82000000,96085477,11/17/2000,123,Roger Spottiswoode,11,5,14,49,24,91,26,2.6,2000,https://image.tmdb.org/t/p/w500/nlbB47qp1oxEtts9Ik3UYAwKWHM.jpg
2003,184,0.023,414,Bruce Almighty,Fantasy,80000000,484572835,5/23/2003,101,Tom Shadyac,18,7,10,46,67,9,178,7.3,2003,https://image.tmdb.org/t/p/w500/3XJKBKh9Km89EoUEitVTSnrlAkZ.jpg
2010,218.1,0.016,415,The Expendables,Thriller,80000000,274470394,8/3/2010,103,Sylvester Stallone,22,7,6,45,169,64,256,6.4,2010,https://image.tmdb.org/t/p/w500/j09ZkH6R4JWVylBcDai1laCmGw7.jpg
1996,156.9,0.029,416,Mission: Impossible,Adventure,80000000,457696359,5/22/1996,110,Brian De Palma,9,4,16,59,73,7,330,8,1996,https://image.tmdb.org/t/p/w500/l5uxY5m5OInWpcExIpKG6AR3rgL.jpg
2012,229.6,0.021,417,The Hunger Games,Science,75000000,691210692,3/12/2012,142,Gary Ross,8,2,39,68,371,201,1310,7,2012,https://image.tmdb.org/t/p/w500/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg
2011,224.9,0.032,418,The Hangover Part II,Comedy,80000000,254455986,5/25/2011,102,Todd Phillips,22,8,10,44,280,123,255,5.7,2011,https://image.tmdb.org/t/p/w500/jrP9zmdSUpOzzUXpEqPqg3dryUr.jpg
1992,140.3,0.03,419,Batman Returns,Action,80000000,280000000,6/19/1992,126,Tim Burton,5,1,17,68,27,4,158,7.5,1992,https://image.tmdb.org/t/p/w500/jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg
2002,179.9,0.016,421,Lilo & Stitch,Animation,80000000,145771527,6/21/2002,85,Chris Sanders,3,1,26,73,22,3,157,8.5,2002,https://image.tmdb.org/t/p/w500/m13Vbzv7R2GMAl3GXFrkmMEgCFQ.jpg
2006,201.6,0.032,422,Charlotte's Web,Comedy,85000000,144000000,12/15/2006,97,Gary Winick,7,0,21,68,14,10,52,6.8,2006,https://image.tmdb.org/t/p/w500/fU0IR5HF8KxQbZijuWKPTrY81Qv.jpg
1998,163,0.016,423,Deep Impact,Action,75000000,140464664,5/8/1998,120,Mimi Leder,10,5,5,40,47,15,28,5.6,1998,https://image.tmdb.org/t/p/w500/a3vQS7JKqlOb3MdVJHuTCP9s7Mg.jpg
2005,195.3,0.034,424,The Longest Yard,Comedy,82000000,190320568,5/19/2005,113,Peter Segal,19,6,10,48,32,14,96,7.5,2005,https://image.tmdb.org/t/p/w500/nbKcVBcxF96ARW2oKHqDYAcLdu.jpg
2011,224.9,0.032,425,Alvin and the Chipmunks: Chipwrecked,Comedy,75000000,342695435,12/14/2011,87,Mike Mitchell,7,12,0,24,26,78,31,3.8,2011,https://image.tmdb.org/t/p/w500/npOXWVoZyl8UrF2wtByHtfmsWSX.jpg
2013,233,0.015,426,Grown Ups 2,Comedy,80000000,246984278,7/11/2013,100,Dennis Dugan,3,24,1,19,65,217,69,3.1,2013,https://image.tmdb.org/t/p/w500/hT6ijOtjtYrnyDhN7VA2QWyGFAm.jpg
2008,215.3,0.038,427,Get Smart,Action,80000000,230685453,6/19/2008,110,Peter Segal,16,2,16,54,70,26,178,7,2008,https://image.tmdb.org/t/p/w500/sZUjbtUS8qxXp4mj90evnqPJqX7.jpg
2003,184,0.023,428,Something's Gotta Give,Drama,80000000,266728738,12/12/2003,128,Nancy Meyers,8,1,31,66,13,10,25,6.1,2003,https://image.tmdb.org/t/p/w500/4fQJjwbDf1KELvJJMcmAV6AxJdH.jpg
2010,218.1,0.016,429,Shutter Island,Drama,80000000,294804195,2/18/2010,138,Martin Scorsese,7,4,26,63,93,60,1152,8.5,2010,https://image.tmdb.org/t/p/w500/4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg
2008,215.3,0.038,430,Four Christmases,Comedy,80000000,163733697,11/26/2008,88,Seth Gordon,11,10,6,41,33,25,18,4.7,2008,https://image.tmdb.org/t/p/w500/zixj44TC7rwzpxtJAG5OzFJnEqe.jpg
2005,195.3,0.034,431,Robots,Animation,75000000,260696994,3/10/2005,91,Chris Wedge,8,1,24,64,36,10,120,7.6,2005,https://image.tmdb.org/t/p/w500/fnKCh67l2DDG9NxxIlk9IpsXQ99.jpg
1997,160.5,0.023,432,Face/Off,Action,80000000,245676146,6/27/1997,138,John Woo,3,0,22,82,33,17,486,8.8,1997,https://image.tmdb.org/t/p/w500/69Xzn8UdPbVnmqSChKz2RTpoNfB.jpg
2008,215.3,0.038,433,Bedtime Stories,Fantasy,80000000,212874442,12/24/2008,99,Adam Shankman,11,9,6,33,36,45,59,5.2,2008,https://image.tmdb.org/t/p/w500/rSOnWm8ahvgThYp8TKGRUTcvsyw.jpg
2002,179.9,0.016,434,Road to Perdition,Thriller,80000000,181001478,7/12/2002,117,Sam Mendes,7,0,29,72,9,7,298,8.9,2002,https://image.tmdb.org/t/p/w500/loSpBeirRfTPJ3cMIqpQArstGhh.jpg
2011,224.9,0.032,435,Just Go with It,Romance,80000000,214918407,2/10/2011,117,Dennis Dugan,15,13,3,33,62,43,127,6.4,2011,https://image.tmdb.org/t/p/w500/ez1EDULOCUUCySHOZU6tz97qbtM.jpg
1997,160.5,0.023,436,Con Air,Action,75000000,224012234,6/1/1997,115,Simon West,11,4,8,52,35,12,235,8.6,1997,https://image.tmdb.org/t/p/w500/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg
2008,215.3,0.038,437,Eagle Eye,Mystery,80000000,178066569,9/25/2008,118,D.J. Caruso,15,8,7,43,49,22,113,6.8,2008,https://image.tmdb.org/t/p/w500/9KCOv0hL37IN3tWG3j86eZg3xDH.jpg
2003,184,0.023,438,Cold Mountain,Drama,79000000,173013509,12/24/2003,154,Anthony Minghella,6,1,34,73,20,51,89,5.6,2003,https://image.tmdb.org/t/p/w500/32MsALfK6shuSopCrFjSNoxDc5p.jpg
2010,218.1,0.016,439,The Book of Eli,Action,80000000,157107755,1/14/2010,118,Albert Hughes,14,4,15,53,98,48,298,7.2,2010,https://image.tmdb.org/t/p/w500/1H1y9ZiqNFaLgQiRDDZLA55PviW.jpg
1997,160.5,0.023,440,Flubber,Comedy,80000000,177977226,11/26/1997,93,Les Mayfield,8,7,4,37,27,14,15,5.3,1997,https://image.tmdb.org/t/p/w500/vMTm4I7P92sTJulpJLmzWwJscnv.jpg
1996,156.9,0.029,442,Space Jam,Animation,80000000,250200000,11/15/1996,88,Joe Pytka,8,2,12,59,16,4,27,6.9,1996,https://image.tmdb.org/t/p/w500/4RN5El3Pj2W4gpwgiAGLVfSJv2g.jpg
2008,215.3,0.038,443,The Day the Earth Stood Still,Drama,80000000,233093859,12/10/2008,104,Scott Derrickson,20,7,7,40,76,86,76,4.7,2008,https://image.tmdb.org/t/p/w500/3744nDNrKIFcgXEDL2WDkqYc7vF.jpg
1997,160.5,0.023,444,Conspiracy Theory,Action,75000000,136982834,8/7/1997,135,Richard Donner,13,2,6,49,10,2,18,6.9,1997,https://image.tmdb.org/t/p/w500/wj0n6gci4EMWRhV9ozCKTgESGdB.jpg
2014,236.7,0.016,445,Fury,War,68000000,211817906,10/15/2014,135,David Ayer,17,1,29,64,125,65,530,7.3,2014,https://image.tmdb.org/t/p/w500/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg
1998,163,0.016,446,Six Days Seven Nights,Action,70000000,164000000,6/12/1998,98,Ivan Reitman,13,2,8,51,12,4,61,8.5,1998,https://image.tmdb.org/t/p/w500/fzWrrCzRa16v51TXAUuT6Wendw7.jpg
2010,218.1,0.016,447,Yogi Bear,Comedy,80000000,201584141,12/11/2010,80,Eric Brevig,10,11,2,35,33,35,30,4.6,2010,https://image.tmdb.org/t/p/w500/3Rs4BTP1wHA2Ll1FeuCRbhFgXWM.jpg
2002,179.9,0.016,448,Spirit: Stallion of the Cimarron,Western,80000000,122563539,5/24/2002,83,Kelly Asbury,8,6,15,52,13,4,80,8.2,2002,https://image.tmdb.org/t/p/w500/cUgYrz4twiJ3QgVGpRfey984NIB.jpg
2011,224.9,0.032,449,Zookeeper,Comedy,80000000,169852759,7/6/2011,102,Frank Coraci,10,15,4,30,31,57,39,4.5,2011,https://image.tmdb.org/t/p/w500/y3b4AYw8dr4hIKTfEAjxUxx0z8G.jpg
1998,163,0.016,450,Lost in Space,Adventure,80000000,136159423,4/3/1998,130,Stephen Hopkins,12,3,4,42,21,14,27,6.1,1998,https://image.tmdb.org/t/p/w500/4miEpZmUOMqV8P0T6oq5HVBiVHw.jpg
2004,188.9,0.027,451,The Manchurian Candidate,Drama,80000000,96105964,7/30/2004,129,Jonathan Demme,5,0,36,76,21,5,70,7.8,2004,https://image.tmdb.org/t/p/w500/4xEWtEbKK2EXMZ8UPff8hDCSiVW.jpg
2015,237,0.001,452,Hotel Transylvania 2,Animation,80000000,473226958,9/21/2015,89,Genndy Tartakovsky,12,8,4,44,57,15,150,7,2015,https://image.tmdb.org/t/p/w500/3nFnrivNgipSKZ8LZJJbRSlAcTR.jpg
2002,179.9,0.016,454,The Time Machine,Science,80000000,123729176,3/4/2002,96,Simon Wells,20,9,4,42,22,4,23,6.6,2002,https://image.tmdb.org/t/p/w500/9QB6wIc6XOtoi02uUCLSvY0onSL.jpg
2001,177.1,0.028,455,Swordfish,Action,102000000,147080413,6/7/2001,99,Dominic Sena,14,15,4,32,29,34,80,6.5,2001,https://image.tmdb.org/t/p/w500/mM6h4jMqC4q5IaFgBIGKQDLnRU.jpg
2005,195.3,0.034,456,The Legend of Zorro,Action,75000000,142400065,10/24/2005,129,Martin Campbell,18,6,9,47,33,31,29,4.8,2005,https://image.tmdb.org/t/p/w500/4ZSuSuWco0aCyKv8xD8X8VSaFs4.jpg
1998,163,0.016,457,What Dreams May Come,Drama,85000000,71485043,10/2/1998,113,Vincent Ward,15,6,4,44,22,8,42,6.9,1998,https://image.tmdb.org/t/p/w500/2gUfJKfJ6LwdqQebiAWuNzIWyp9.jpg
2005,195.3,0.034,458,The Brothers Grimm,Adventure,88000000,105316267,8/26/2005,118,Terry Gilliam,18,5,13,51,50,29,114,7.3,2005,https://image.tmdb.org/t/p/w500/v6J7QGCSrtvwvqAt6783BbO3h61.jpg
1996,156.9,0.029,459,Mars Attacks!,Comedy,70000000,101371017,12/12/1996,106,Tim Burton,11,2,6,52,50,17,76,6.6,1996,https://image.tmdb.org/t/p/w500/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg
2009,214.5,-0.004,460,Surrogates,Action,80000000,122444772,9/24/2009,89,Jonathan Mostow,9,5,7,45,61,23,63,5.9,2009,https://image.tmdb.org/t/p/w500/v3Z0Hbl0oe57njrrIPh0fJPFoo.jpg
2000,172.2,0.034,461,Thirteen Days,Drama,80000000,34566746,12/24/2000,145,Roger Donaldson,6,2,23,67,5,1,21,7.6,2000,https://image.tmdb.org/t/p/w500/aLx9UXH9fK2v6NDMvMyW4X88K3u.jpg
2003,184,0.023,465,Looney Tunes: Back in Action,Animation,80000000,68514844,11/14/2003,90,Joe Dante,14,0,18,64,22,6,38,7,2003,https://image.tmdb.org/t/p/w500/q0kntpdsHA0QdYjpQdNBqrVTdQq.jpg
2009,214.5,-0.004,466,Nine,Drama,80000000,53825515,12/3/2009,112,Rob Marshall,17,6,10,49,51,104,84,4.5,2009,https://image.tmdb.org/t/p/w500/bSxdTXktgPQPNwlkQ0DZtuAJXlb.jpg
2003,184,0.023,467,Timeline,Action,80000000,19480739,11/26/2003,116,Richard Donner,13,17,2,28,7,17,16,5,2003,https://image.tmdb.org/t/p/w500/oZsH2aKqNonBSEGpOTHO2GksSjs.jpg
1997,160.5,0.023,468,The Postman,Drama,80000000,17626234,12/25/1997,177,Kevin Costner,6,8,0,29,10,11,31,6.6,1997,https://image.tmdb.org/t/p/w500/piVzOuKFLHNGLxnjwNtibC26lTy.jpg
1998,163,0.016,469,Babe: Pig in the City,Adventure,90000000,69131860,11/25/1998,92,George Miller,5,1,19,68,2,0,7,7,1998,https://image.tmdb.org/t/p/w500/glO6LcTWUZcbxWT2SB4eRDnFSsP.jpg
2015,237,0.001,470,The Last Witch Hunter,Fantasy,90000000,146936910,10/21/2015,106,Breck Eisner,7,12,3,34,77,44,130,6.5,2015,https://image.tmdb.org/t/p/w500/qXvOpA2nhK5HQ6I95sN3nnMtfjH.jpg
2000,172.2,0.034,471,Red Planet,Thriller,80000000,33463969,11/10/2000,106,Antony Hoffman,14,11,2,34,17,6,78,8.4,2000,https://image.tmdb.org/t/p/w500/6svTVlVEJDoOOEz1G09HLeb7vtF.jpg
2014,236.7,0.016,474,Pompeii,Action,130000000,117831631,2/18/2014,105,Paul W.S. Anderson,16,11,6,39,88,58,65,5.2,2014,https://image.tmdb.org/t/p/w500/dxxM3lLDjGRC50i5rhvfQziskAN.jpg
2001,177.1,0.028,475,A Beautiful Mind,Drama,60000000,313542341,12/11/2001,135,Ron Howard,9,2,22,72,38,16,343,8.1,2001,https://image.tmdb.org/t/p/w500/zwzWCmH72OSC9NA0ipoqw5Zjya8.jpg
1994,148.2,0.026,476,The Lion King,Family,45000000,788241776,6/23/1994,89,Roger Allers,2,0,28,88,25,32,640,8.8,1994,https://image.tmdb.org/t/p/w500/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg
2013,233,0.015,478,Cloudy with a Chance of Meatballs 2,Animation,78000000,248384621,9/26/2013,95,Cody Cameron,12,2,17,59,56,9,90,6.8,2013,https://image.tmdb.org/t/p/w500/ss5NcK2NWFg2YcKKYXLrk8q1myS.jpg
2004,188.9,0.027,480,Hidalgo,Western,100000000,108103450,3/5/2004,136,Joe Johnston,16,2,18,54,10,5,36,7.6,2004,https://image.tmdb.org/t/p/w500/iGzENlBPYJEFWZnye4t3nqWSSp1.jpg
2011,224.9,0.032,481,Jack and Jill,Comedy,79000000,149673788,11/11/2011,91,Dennis Dugan,8,17,1,23,28,248,46,2.1,2011,https://image.tmdb.org/t/p/w500/p6xV65iiz9agN2IAtf7cgbZC3YF.jpg
2003,184,0.023,482,2 Fast 2 Furious,Action,76000000,236350661,6/5/2003,107,John Singleton,15,14,7,38,125,79,264,6.9,2003,https://image.tmdb.org/t/p/w500/6nDZExrDKIXvSAghsFKVFRVJuSf.jpg
2007,207.3,0.029,484,The Invasion,Science,80000000,15071514,8/17/2007,99,Oliver Hirschbiegel,18,6,7,45,28,25,86,7.1,2007,https://image.tmdb.org/t/p/w500/oS5rMuJXwNZZPx0ojhvjgduglD2.jpg
2000,172.2,0.034,485,The Adventures of Rocky & Bullwinkle,Action,76000000,35134820,6/30/2000,88,Des McAnuff,8,13,9,36,11,5,10,5.7,2000,https://image.tmdb.org/t/p/w500/xCFSsftt2rglC81I6QLWcZSTCBM.jpg
2003,184,0.023,487,The League of Extraordinary Gentlemen,Fantasy,78000000,179265204,7/11/2003,110,Stephen Norrington,13,20,3,30,34,27,47,5.6,2003,https://image.tmdb.org/t/p/w500/kdAuVFP63XXxnb983ry2pLCKd9S.jpg
1997,160.5,0.023,490,The Lost World: Jurassic Park,Adventure,73000000,229074524,5/23/1997,129,Steven Spielberg,11,0,7,59,120,13,294,7.4,1997,https://image.tmdb.org/t/p/w500/jElpCJkSaRPYwIMwZY28gOKV7BK.jpg
2005,195.3,0.034,491,Madagascar,Family,75000000,532680671,5/25/2005,86,Eric Darnell,16,2,18,57,83,25,171,6.8,2005,https://image.tmdb.org/t/p/w500/zMpJY5CJKUufG9OTw0In4eAFqPX.jpg
2000,172.2,0.034,493,X-Men,Adventure,75000000,296339527,7/13/2000,104,Bryan Singer,7,3,23,64,97,13,521,7.8,2000,https://image.tmdb.org/t/p/w500/vF02RqXLgtmpJM5CRLSuvN3fVHi.jpg
2008,215.3,0.038,494,Wanted,Action,75000000,258270008,6/19/2008,110,Timur Bekmambetov,8,2,28,64,104,271,278,4.7,2008,https://image.tmdb.org/t/p/w500/9ajbORY7zQrdxlMF2QPfIqTLfg7.jpg
1996,156.9,0.029,495,The Rock,Action,75000000,335062621,6/6/1996,136,Michael Bay,8,2,14,58,29,12,299,8.7,1996,https://image.tmdb.org/t/p/w500/j5mxLNWjUlXUUk8weFBtnF4afIR.jpg
2006,201.6,0.032,496,Ice Age: The Meltdown,Animation,80000000,660940780,3/23/2006,91,Carlos Saldanha,14,0,15,58,70,15,196,7.4,2006,https://image.tmdb.org/t/p/w500/zDduhCHasKQ9YOTvlOreHem7Wbi.jpg
2004,188.9,0.027,497,50 First Dates,Comedy,75000000,196482882,2/13/2004,99,Peter Segal,18,6,14,48,73,23,110,6.5,2004,https://image.tmdb.org/t/p/w500/lzUI2Cg7OMfcUNv3f7MywYNBjs6.jpg
2007,207.3,0.029,498,Hairspray,Family,50000000,90450008,7/13/2007,117,Adam Shankman,1,0,36,81,29,34,186,7.6,2007,https://image.tmdb.org/t/p/w500/fgMka3HtFvI5OgW1eYdR9XpySxH.jpg
2004,188.9,0.027,499,Exorcist: The Beginning,Horror,80000000,78000586,8/20/2004,114,Renny Harlin,11,11,0,30,15,13,14,5,2004,https://image.tmdb.org/t/p/w500/2NS3zkF1f3FnxBoUvWKKXAr5UIv.jpg
2013,233,0.015,500,Now You See Me,Thriller,75000000,117698894,5/29/2013,115,Louis Leterrier,22,3,10,50,177,86,496,7,2013,https://image.tmdb.org/t/p/w500/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg
2010,218.1,0.016,501,Grown Ups,Comedy,80000000,271430189,6/24/2010,102,Dennis Dugan,13,16,3,30,96,134,137,5,2010,https://image.tmdb.org/t/p/w500/cQGM5k1NtU85n4TUlrOrwijSCcm.jpg
2004,188.9,0.027,502,The Terminal,Comedy,60000000,219417255,6/17/2004,128,Steven Spielberg,13,5,23,55,40,10,268,8.4,2004,https://image.tmdb.org/t/p/w500/cPB3ZMM4UdsSAhNdS4c7ps5nypY.jpg
2009,214.5,-0.004,503,Hotel for Dogs,Comedy,35000000,73034460,1/16/2009,100,Thor Freudenthal,15,2,8,51,12,21,28,5.5,2009,https://image.tmdb.org/t/p/w500/xuCsYoRiWyFiBLMvpNyn2S3VR9z.jpg
2000,172.2,0.034,504,Vertical Limit,Action,75000000,215663859,12/8/2000,124,Martin Campbell,12,6,11,48,11,7,19,6.1,2000,https://image.tmdb.org/t/p/w500/kpqQUEi8eAyYHMDFACf6YlnPIu7.jpg
2007,207.3,0.029,505,Charlie Wilson's War,Comedy,75000000,119000410,12/19/2007,102,Mike Nichols,5,1,33,69,37,9,96,6.9,2007,https://image.tmdb.org/t/p/w500/45FghqcdSYRWK7PsHUInaFPNd8l.jpg
2006,201.6,0.032,507,Dreamgirls,Drama,70000000,154937680,12/25/2006,134,Bill Condon,6,1,30,76,47,39,186,7.3,2006,https://image.tmdb.org/t/p/w500/sG5JyOj8Spe13QkNJMH8b5kzQUh.jpg
2005,195.3,0.034,508,Be Cool,Comedy,53000000,95226116,3/4/2005,118,F. Gary Gray,18,15,5,37,17,13,62,7.6,2005,https://image.tmdb.org/t/p/w500/ekKCH7Zkb5ZTr1f1AczZY23FH.jpg
2005,195.3,0.034,509,Munich,Drama,70000000,130358911,12/22/2005,164,Steven Spielberg,9,0,30,74,60,39,385,8,2005,https://image.tmdb.org/t/p/w500/iUekaw96QLInZpsNwRTlRKrZgwm.jpg
2003,184,0.023,510,Tears of the Sun,Action,70000000,85632458,3/7/2003,121,Antoine Fuqua,17,7,12,48,21,7,27,6.6,2003,https://image.tmdb.org/t/p/w500/fUnSSQukwTwBSdCbufEE36petLq.jpg
2010,218.1,0.016,511,Killers,Action,75000000,98159963,6/4/2010,100,Robert Luketic,3,19,0,21,35,67,26,3.8,2010,https://image.tmdb.org/t/p/w500/9VB8vGV4Aznf6GUc9C7a1EzGHLz.jpg
