Year,Annual Average CPI(-U),Annual Percent Change,index,title,genre,budget,revenue,release_date,runtime,director,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore,release_year,Poster_URL
2009,214.5,-0.004,1426,Up in the Air,Drama,25000000,163670000,9/5/2009,109,Jason Reitman,4,0,32,83,74,64,379,7.4,2009,https://image.tmdb.org/t/p/w500/wZRNEkDxVDNNVaCPN7jKziMHmk5.jpg
2005,195.3,0.034,1311,Valiant,Animation,35000000,19478106,3/25/2005,76,Gary Chapman,17,3,7,45,21,10,9,5.2,2005,https://image.tmdb.org/t/p/w500/chtAKvXb897I2Pn8HOkV4TC5Jzz.jpg
2003,184,0.023,2080,Veronica Guerin,Drama,17000000,1569918,7/11/2003,98,Joel Schumacher,15,3,15,55,4,3,14,6.7,2003,https://image.tmdb.org/t/p/w500/14RnhkH9ArHZ8viDAej4TnVl4Jg.jpg
1998,163,0.016,2496,Very Bad Things,Comedy,30000000,9898412,9/11/1998,100,Peter Berg,8,12,4,31,12,124,18,1.6,1998,https://image.tmdb.org/t/p/w500/rYmyRxF5e9fBdgcQScKu0CUtMy5.jpg
2006,201.6,0.032,2539,Volver,Comedy,12899867,85582407,3/16/2006,121,Pedro Almodóvar,1,1,36,84,14,17,199,8.5,2006,https://image.tmdb.org/t/p/w500/m1ZUDGTFtVGE3zjTvF8OiQ9um5e.jpg
2005,195.3,0.034,1512,Walk the Line,Drama,28000000,186438883,9/13/2005,136,James Mangold,9,0,30,72,35,19,299,8.3,2005,https://image.tmdb.org/t/p/w500/p8lPTjvjOjTfvC1E9pmMwcF9vkn.jpg
2008,215.3,0.038,2524,"War, Inc.",Action,5000000,1296184,4/28/2008,106,Joshua Seftel,8,8,5,37,7,5,40,7.8,2008,https://image.tmdb.org/t/p/w500/nlGsWWYC9n4lkbIoTXmI42dkJqb.jpg
2016,240,0.013,106,Warcraft,Action,160000000,433677183,5/25/2016,123,Duncan Jones,18,19,3,32,256,221,2383,8.2,2016,https://image.tmdb.org/t/p/w500/nZIIOs06YigBnvmlJ2hxZeA8eTO.jpg
2013,233,0.015,1428,Warm Bodies,Horror,35000000,116980662,1/31/2013,97,Jonathan Levine,13,3,23,60,77,33,240,7,2013,https://image.tmdb.org/t/p/w500/8XAX6KaqNGcLXcwoDwxyU0bxhxm.jpg
2011,224.9,0.032,1204,Water for Elephants,Drama,38000000,114156230,3/15/2011,120,Francis Lawrence,14,5,16,52,60,17,119,6.9,2011,https://image.tmdb.org/t/p/w500/8T7Hvb9trKvCAmbSI8cEIU0Sl2T.jpg
2011,224.9,0.032,2665,We Need to Talk About Kevin,Drama,7000000,6038942,9/28/2011,112,Lynne Ramsay,6,5,26,68,36,13,146,7.4,2011,https://image.tmdb.org/t/p/w500/auAmiRmbBQ5QIYGpWgcGBoBQY3b.jpg
2007,207.3,0.029,1551,We Own the Night,Drama,21000000,54926886,5/25/2007,117,James Gray,14,0,19,59,22,13,44,6.2,2007,https://image.tmdb.org/t/p/w500/rsKhSr3UNjG2DhVj2KPj0ARujez.jpg
1961,29.9,0.011,2702,West Side Story,Crime,6000000,43656822,10/18/1961,152,Robert Wise,3,0,14,86,2,2,25,7.9,1961,https://image.tmdb.org/t/p/w500/nzCMu6D5q60i2bVrIQ0DxlRSgCZ.jpg
2003,184,0.023,2847,Whale Rider,Drama,8000000,41400000,1/30/2003,101,Niki Caro,3,0,28,80,12,43,66,5.6,2003,https://image.tmdb.org/t/p/w500/1ZQSkyEDRJdk6TCAThBojB5hJcK.jpg
1993,144.5,0.03,2425,What's Eating Gilbert Grape,Romance,11000000,30000000,12/17/1993,118,Lasse Hallström,7,0,13,73,3,0,17,8.2,1993,https://image.tmdb.org/t/p/w500/8FxWgsfDNosewo7H65oE4QkOb7g.jpg
2015,237,0.001,2516,While We're Young,Comedy,10000000,7587485,4/3/2015,97,Noah Baumbach,7,0,37,77,35,10,59,6.5,2015,https://image.tmdb.org/t/p/w500/rdYXGeK3OZjBrd2R8A1sSS0Kxcq.jpg
2009,214.5,-0.004,2197,Whip It,Drama,15000000,16633035,9/13/2009,111,Drew Barrymore,8,0,24,68,26,17,76,6.9,2009,https://image.tmdb.org/t/p/w500/nwPvNuxIhVNhBFdzMsMPu2Va608.jpg
2006,201.6,0.032,3131,Who Killed the Electric Car?,Documentary,1000000,1678874,8/4/2006,92,Chris Paine,3,0,25,70,2,5,61,8.6,2006,https://image.tmdb.org/t/p/w500/uMamC9o5zNU9wn8fyuAo2gUCMiD.jpg
2010,218.1,0.016,2616,Wild Target,Action,8000000,3453043,6/17/2010,98,Jonathan Lynn,8,3,2,41,2,3,35,7.9,2010,https://image.tmdb.org/t/p/w500/ejKD5DQ7jouzEkz1fx5Fr8li2ZA.jpg
2011,224.9,0.032,1472,Winnie the Pooh,Animation,30000000,14460000,4/13/2011,63,Stephen Anderson,2,0,24,74,11,11,81,7.6,2011,https://image.tmdb.org/t/p/w500/wMZU69sPEP8dSNU0nMWVt7b54EQ.jpg
2014,236.7,0.016,2726,Wish I Was Here,Drama,5500000,5483299,1/18/2014,120,Zach Braff,16,10,8,43,21,5,57,7.4,2014,https://image.tmdb.org/t/p/w500/hDDXIWLBS6rNPJS4tQvEXWxGXjK.jpg
2004,188.9,0.027,2954,Woman Thou Art Loosed,Drama,3000000,6804016,9/30/2004,94,Michael Schultz,11,3,10,55,1,3,9,7,2004,https://image.tmdb.org/t/p/w500/oiSE4CMsoipS6l1KLEAPIgN9VVY.jpg
2009,214.5,-0.004,121,X-Men Origins: Wolverine,Adventure,150000000,373062864,4/28/2009,107,Gavin Hood,19,11,9,40,237,132,187,5.3,2009,https://image.tmdb.org/t/p/w500/yj8LbTju1p7CUJg7US2unSBk33s.jpg
2011,224.9,0.032,100,X-Men: First Class,Action,160000000,353624124,5/24/2011,132,Matthew Vaughn,9,2,27,65,154,44,1075,7.8,2011,https://image.tmdb.org/t/p/w500/hNEokmUke0dazoBhttFN0o3L7Xv.jpg
2007,207.3,0.029,2874,You Kill Me,Comedy,4000000,2426851,2/9/2007,90,John Dahl,3,2,20,64,3,1,26,8.3,2007,https://image.tmdb.org/t/p/w500/4C5VQVdE2YRBPhpZLnExk1XUzDZ.jpg
2011,224.9,0.032,3219,Your Sister's Sister,Drama,125000,3200000,9/11/2011,90,Lynn Shelton,5,0,24,72,11,9,35,6.4,2011,https://image.tmdb.org/t/p/w500/yEyoOzOEUBMSofsTticDWBOOsv7.jpg
2008,215.3,0.038,1746,Zack and Miri Make a Porno,Comedy,24000000,42105111,9/18/2008,102,Kevin Smith,16,2,15,56,47,30,127,6.6,2008,https://image.tmdb.org/t/p/w500/40qxr2p2s297Q1mWFJOsRatQPK0.jpg
2008,215.3,0.038,1029,Bangkok Dangerous,Action,45000000,42487390,8/21/2008,99,Danny Pang,7,9,0,24,22,22,25,5.3,2008,https://image.tmdb.org/t/p/w500/iTRftxHW8i4H7ONaOiCIwEXjNDJ.jpg
2009,214.5,-0.004,1609,Brothers,Drama,26000000,43318349,1/27/2009,104,Jim Sheridan,17,2,12,58,33,7,222,8.5,2009,https://image.tmdb.org/t/p/w500/skHqceAFYee0JZuYd9MVk2IQggi.jpg
1982,96.5,0.061,372,Conan the Barbarian,Adventure,20000000,79114085,4/2/1982,129,John Milius,3,3,4,43,19,3,92,8,1982,https://image.tmdb.org/t/p/w500/qw2A587Ee61IwcSOLNFRhuOACZZ.jpg
2015,237,0.001,1309,Concussion,Drama,35000000,50363790,11/12/2015,123,Peter Landesman,18,2,19,55,36,21,84,6.2,2015,https://image.tmdb.org/t/p/w500/gseayWAIFt3GQrEUNuUcYxT77Ud.jpg
2004,188.9,0.027,2512,Crash,Drama,6500000,98410061,1/13/2004,112,Paul Haggis,15,0,21,69,42,43,552,8.6,2004,https://image.tmdb.org/t/p/w500/86BdPC6RDX88NC880pLidKn2LCj.jpg
2007,207.3,0.029,1818,Death at a Funeral,Comedy,9000000,46000000,2/9/2007,90,Frank Oz,7,0,23,67,20,19,87,6.9,2007,https://image.tmdb.org/t/p/w500/xyTxrJnjbSJQzcbKIP6S1uqLuxy.jpg
2015,237,0.001,1702,Legend,Crime,25000000,42972994,9/9/2015,131,Brian Helgeland,15,3,13,55,60,5,241,8.5,2015,https://image.tmdb.org/t/p/w500/4shf5Alq4KWCKqrAAQe0JGJHYp5.jpg
2014,236.7,0.016,2755,Miss Julie,Drama,5500000,5000000,9/7/2014,120,Liv Ullmann,9,1,8,56,3,2,9,7.1,2014,https://image.tmdb.org/t/p/w500/11X9DZGT3P7bJhWxfwFdCkWHILS.jpg
2015,237,0.001,1558,Our Brand Is Crisis,Comedy,28000000,7002261,9/11/2015,108,David Gordon Green,17,6,12,53,20,3,21,6.5,2015,https://image.tmdb.org/t/p/w500/oKZtQpdIKi3TPV4UqVuvkbRkokv.jpg
1960,29.6,0.015,1905,Psycho,Drama,806948,32000000,6/16/1960,109,Alfred Hitchcock,1,0,16,97,4,2,244,9.2,1960,https://image.tmdb.org/t/p/w500/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg
2012,229.6,0.021,2047,Red Lights,Thriller,14000000,13551174,3/2/2012,119,Rodrigo Cortés,10,9,3,36,33,12,21,5.7,2012,https://image.tmdb.org/t/p/w500/sukxYMaUTNizM7bcEJ4YeH80e8h.jpg
2014,236.7,0.016,222,RoboCop,Action,120000000,242688965,1/30/2014,102,José Padilha,21,6,14,52,213,108,330,6.2,2014,https://image.tmdb.org/t/p/w500/hHtOgGb3NihlyRATHlKPaFApbrd.jpg
2005,195.3,0.034,1194,Serenity,Science,39000000,38869464,8/25/2005,119,Joss Whedon,3,0,31,74,30,82,668,8.4,2005,https://image.tmdb.org/t/p/w500/4sqUOaPFoP2W81mq1UYqZqf5WzA.jpg
2007,207.3,0.029,1183,Sunshine,Science,50000000,32017803,4/5/2007,107,Danny Boyle,8,1,25,64,66,27,246,7.3,2007,https://image.tmdb.org/t/p/w500/oKGGeJ8qvm0UmClz43VJ31fzPP7.jpg
2012,229.6,0.021,16,The Avengers,Science,220000000,1519557910,4/25/2012,143,Joss Whedon,10,1,32,69,384,292,3265,8,2012,https://image.tmdb.org/t/p/w500/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg
2015,237,0.001,2492,The Gift,Thriller,5000000,58978653,7/30/2015,108,Joel Edgerton,2,0,29,77,48,13,466,8.4,2015,https://image.tmdb.org/t/p/w500/kH3qLP8pn68Xq5XwvmPkCyaAU7W.jpg
2014,236.7,0.016,3227,The Signal,Thriller,4000000,600896,3/15/2014,95,William Eubank,15,3,16,54,39,13,45,6.1,2014,https://image.tmdb.org/t/p/w500/opZNdMgVBl3kKpKlW58PXnLZKFV.jpg
2004,188.9,0.027,1999,Barbershop 2:  Back in Business,Comedy,18000000,65070412,1/20/2004,106,Kevin Rodney Sullivan,14,1,19,59,8,2,2,5.8,2004,https://image.tmdb.org/t/p/w500/n4sOe401udZJWJEOvKvSs3peZcB.jpg
2011,224.9,0.032,878,"Crazy, Stupid, Love.",Comedy,50000000,142851197,7/29/2011,118,Glenn Ficarra,7,1,32,68,68,14,303,7.5,2011,https://image.tmdb.org/t/p/w500/p4RafgAPk558muOjnBMHhMArjS2.jpg
2004,188.9,0.027,1409,DodgeBall: A True Underdog Story,Comedy,20000000,167722310,6/18/2004,92,Rawson Marshall Thurber,13,5,16,55,29,75,83,4.7,2004,https://image.tmdb.org/t/p/w500/r8KbNHkkwFXLjV1suGwm0Qjure5.jpg
2000,172.2,0.034,2282,"Dude, Where’s My Car?",Comedy,13000000,73180723,12/15/2000,83,Danny Leiner,8,8,1,30,25,36,68,6.1,2000,https://image.tmdb.org/t/p/w500/tc6sLnnaOZk08YndHd53aPlUast.jpg
1998,163,0.016,1599,EverAfter,Drama,26000000,65705772,7/31/1998,121,Andy Tennant,3,1,18,66,2,5,72,8.8,1998,https://image.tmdb.org/t/p/w500/9TspO5dThMBioF0DFrvy6YqrngH.jpg
2002,179.9,0.016,2267,Far from Heaven,Drama,13500000,29027914,9/1/2002,107,Todd Haynes,1,2,34,84,9,3,63,8.1,2002,https://image.tmdb.org/t/p/w500/9gQuvFDRPLx39smUvyafm36tp0d.jpg
2002,179.9,0.016,1177,FearDotCom,Horror,40000000,18902015,8/9/2002,101,William Malone,4,16,0,16,3,101,97,4.9,2002,https://image.tmdb.org/t/p/w500/phcd5AJvA1S45JMKYoNLhTzFwsE.jpg
1990,130.7,0.054,1652,GoodFellas,Drama,25000000,46836394,9/12/1990,145,Martin Scorsese,1,0,17,89,23,36,868,8.9,1990,https://image.tmdb.org/t/p/w500/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg
2014,236.7,0.016,2393,Heaven is for Real,Drama,12000000,101332962,4/16/2014,99,Randall Wallace,19,2,6,47,25,40,35,4.6,2014,https://image.tmdb.org/t/p/w500/bYJhBhe6CPIHTl62kPfKfqicTaX.jpg
2010,218.1,0.016,1840,Jackass 3D,Comedy,20000000,117224271,10/15/2010,94,Jeff Tremaine,10,3,10,56,35,18,144,7.2,2010,https://image.tmdb.org/t/p/w500/rqK0MkfpWT2DpFjNzkvjHf0vxZ4.jpg
2012,229.6,0.021,614,Les Misérables,Drama,61000000,441809770,12/18/2012,157,Tom Hooper,15,2,24,63,128,72,570,7.5,2012,https://image.tmdb.org/t/p/w500/6CuzBs2Lb8At7qQr64mLXg2RYRb.jpg
2003,184,0.023,2751,Mambo Italiano,Comedy,4361898,3031801,6/6/2003,92,Émile Gaudreault,15,6,5,41,2,1,10,7.7,2003,https://image.tmdb.org/t/p/w500/wWQ0FHyWwqVcjuI6yvrM41H8ylk.jpg
2004,188.9,0.027,1479,Mr. 3000,Comedy,30000000,21800302,6/15/2004,104,Charles Stone III,13,1,13,57,4,2,23,8.7,2004,https://image.tmdb.org/t/p/w500/g7CNkytZsZzQ8ZEr8F4SmrhjI5y.jpg
2014,236.7,0.016,606,Need for Speed,Action,66000000,203277636,3/13/2014,130,Scott Waugh,19,14,5,39,110,99,282,6.4,2014,https://image.tmdb.org/t/p/w500/z42kyMizgDKetejusZgucSQsQ4l.jpg
2008,215.3,0.038,2035,RockNRolla,Action,18000000,25739015,9/4/2008,114,Guy Ritchie,9,4,15,53,33,15,254,8.4,2008,https://image.tmdb.org/t/p/w500/i7eyngqjdvKB7NvrWtCjjTNNq8N.jpg
1995,152.4,0.028,1414,Se7en,Crime,33000000,327311859,9/22/1995,127,David Fincher,5,1,16,65,38,15,889,8.9,1995,https://image.tmdb.org/t/p/w500/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg
2004,188.9,0.027,1116,Shall We Dance?,Drama,50000000,170128460,10/15/2004,107,Peter Chelsom,14,7,12,47,7,4,14,6.6,2004,https://image.tmdb.org/t/p/w500/aGIyiQv08Gw1HO5BV1yrwCWtGHC.jpg
2006,201.6,0.032,3049,Sherrybaby,Drama,2000000,622806,9/8/2006,96,Laurie Collyer,4,1,13,66,3,1,20,7.8,2006,https://image.tmdb.org/t/p/w500/j97X0h6JTN4owVc4le7fOUj54Rx.jpg
2014,236.7,0.016,644,Sin City: A Dame to Kill For,Crime,65000000,39407616,8/20/2014,102,Robert Rodriguez,23,6,9,46,124,39,437,8,2014,https://image.tmdb.org/t/p/w500/gMtmCInfW5B3rY4WKxG8KaJk0z5.jpg
2010,218.1,0.016,1455,Step Up 3D,Drama,30000000,159291809,8/4/2010,107,Jon M. Chu,9,7,7,45,26,11,34,6.2,2010,https://image.tmdb.org/t/p/w500/9i5tn8G9zm7wMz9p1kB6zS2woMH.jpg
2010,218.1,0.016,1288,The Back-Up Plan,Comedy,35000000,77477008,4/23/2010,106,Alan Poul,18,10,4,34,23,18,28,5.6,2010,https://image.tmdb.org/t/p/w500/fB6PxwdydGzdq5jSWrxwSMEqSFs.jpg
1984,103.9,0.043,1581,The Neverending Story,Drama,27000000,20158808,4/5/1984,102,Wolfgang Petersen,1,3,6,46,17,8,58,7.4,1984,https://image.tmdb.org/t/p/w500/lWJC8om086h01f0CMGR9ombdpnI.jpg
2013,233,0.015,2778,The Way Way Back,Comedy,4600000,23198652,6/6/2013,103,Nat Faxon,12,1,28,68,28,5,174,7.9,2013,https://image.tmdb.org/t/p/w500/4DgA0EDDVv37C8xISc3Vv0rhxlL.jpg
2014,236.7,0.016,36,Transformers: Age of Extinction,Science,210000000,1091405097,6/25/2014,165,Michael Bay,14,21,3,32,302,459,298,4.4,2014,https://image.tmdb.org/t/p/w500/4ACxxNFsifxyZz8KQdd7zwQqTPW.jpg
2013,233,0.015,463,Walking With Dinosaurs,Animation,80000000,126546518,12/18/2013,87,Barry Cook,6,10,5,37,18,31,12,4,2013,https://image.tmdb.org/t/p/w500/kjFQHmx9EXJPqcyY1NlartUXkTE.jpg
2008,215.3,0.038,57,WALL·E,Animation,180000000,521311860,6/22/2008,98,Andrew Stanton,0,0,39,95,114,111,2332,8.9,2008,https://image.tmdb.org/t/p/w500/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg
2008,215.3,0.038,1568,Welcome Home Roscoe Jenkins,Comedy,35000000,43650785,2/8/2008,114,Malcolm D. Lee,13,5,5,46,4,6,8,5.4,2008,https://image.tmdb.org/t/p/w500/1VzS2bkQHVcIxSeBJifOx65oxHK.jpg
2010,218.1,0.016,1754,Piranha 3D,Comedy,24000000,83188165,8/20/2010,88,Alexandre Aja,10,2,8,53,72,53,107,5.8,2010,https://image.tmdb.org/t/p/w500/lMLS2OFBbNYMSB1ZbVp4q2S4zTU.jpg
2000,172.2,0.034,2394,Snatch,Thriller,10000000,83557872,9/1/2000,103,Guy Ritchie,9,5,17,55,36,13,449,8.8,2000,https://image.tmdb.org/t/p/w500/8KSDI7ijEv7QVZdIyrLw5Gnhhr8.jpg
2006,201.6,0.032,3138,Alone With Her,Crime,1000000,10018,4/28/2006,78,Eric Nicholas,3,0,7,65,3,1,4,6.4,2006,https://image.tmdb.org/t/p/w500/lCJyUFb50sEIamZVIOz8TzvM6AY.jpg
2000,172.2,0.034,3026,Amores perros,Drama,2000000,20908467,6/16/2000,154,Alejandro González Iñárritu,4,0,27,83,7,106,144,5.1,2000,https://image.tmdb.org/t/p/w500/mXc2QcFXUTQz2wU7S0zgeG5C3Bg.jpg
1992,140.3,0.03,3233,El Mariachi,Action,220000,2040920,9/4/1992,81,Robert Rodriguez,0,0,9,73,12,3,29,7,1992,https://image.tmdb.org/t/p/w500/zRh7K4SV1xQ419m8gzGITak51vc.jpg
2005,195.3,0.034,1357,Goal!: The Dream Begins,Drama,30000000,27610873,6/6/2005,118,Danny Cannon,8,1,10,53,8,5,34,7.1,2005,https://image.tmdb.org/t/p/w500/9YZhJGoIbJtrjDYbENGhR6f6SZE.jpg
2011,224.9,0.032,2509,"Jeff, Who Lives at Home",Drama,10000000,4417580,9/13/2011,83,Jay Duplass,13,2,21,60,28,6,45,6.6,2011,https://image.tmdb.org/t/p/w500/qWA3dwYZgDaOnywP6YQst9mR9AW.jpg
2002,179.9,0.016,2739,L'Auberge espagnole,Drama,5300000,3897799,5/17/2002,122,Cédric Klapisch,6,3,22,65,3,2,16,7.4,2002,https://image.tmdb.org/t/p/w500/baDm4V3Dqx2hNh7WF1NvGrHGgqQ.jpg
2011,224.9,0.032,3141,L!fe Happens,Comedy,930000,30905,6/18/2011,100,Kat Coiro,10,3,3,44,2,1,1,4.3,2011,https://image.tmdb.org/t/p/w500/xFq3IQEWCBBoPP7pCb4TarAi8tt.jpg
2005,195.3,0.034,2876,Mirrormask,Fantasy,4000000,866999,1/25/2005,101,Dave McKean,13,2,12,55,6,4,22,7.5,2005,https://image.tmdb.org/t/p/w500/itIJU3NKbdgScA1WPIxXzOlm0Uj.jpg
2013,233,0.015,2531,Nurse 3-D,Horror,10000000,10000000,9/28/2013,99,Douglas Aarniokoski,2,4,1,29,10,9,9,5,2013,https://image.tmdb.org/t/p/w500/3FSl2sSRsNuOVOJgX6HsmnM3gAo.jpg
2008,215.3,0.038,2325,The Boy in the Striped Pyjamas,War,12500000,20416563,5/7/2008,94,Mark Herman,7,5,16,55,26,14,119,7.4,2008,https://image.tmdb.org/t/p/w500/sLwYSEVVV3r047cjrpRAbGgNsfL.jpg
1992,140.3,0.03,800,Alien³,Science,50000000,159773545,5/22/1992,114,David Fincher,9,2,9,59,84,19,96,6.3,1992,https://image.tmdb.org/t/p/w500/xh5wI0UoW7DfS1IyLy3d2CgrCEP.jpg
2014,236.7,0.016,2009,Birdman,Drama,18000000,103215094,8/27/2014,119,Alejandro González Iñárritu,3,3,16,66,10,3,13,6.5,2014,https://image.tmdb.org/t/p/w500/rHUg2AuIuLSIYMYFgavVwqt1jtc.jpg
2002,179.9,0.016,1163,City By The Sea,Crime,40000000,22433915,9/6/2002,108,Michael Caton-Jones,15,3,16,50,2,1,46,9.3,2002,https://image.tmdb.org/t/p/w500/vpjKtnE5SGTfmdw4YtJsnrfFJs0.jpg
2011,224.9,0.032,2003,Diary of a Wimpy Kid: Rodrick Rules,Family,21000000,72417394,3/25/2011,99,David Bowers,15,1,7,51,18,9,51,6.8,2011,https://image.tmdb.org/t/p/w500/k54R3ag1sLu93Wbfo4quw9sSFyj.jpg
2012,229.6,0.021,2336,Ernest et Célestine,Animation,12516654,8109160,12/12/2012,78,Stéphane Aubier,1,0,21,86,4,7,62,7.6,2012,https://image.tmdb.org/t/p/w500/iJPbRASktYW0I009Ktc2zUE6Fvg.jpg
2003,184,0.023,2694,"Good bye, Lenin!",Comedy,4800000,79384880,2/9/2003,121,Wolfgang Becker,7,0,25,68,4,3,81,8.8,2003,https://image.tmdb.org/t/p/w500/uHk1oGEbnvQGLnyiiYxTslZLoog.jpg
2001,177.1,0.028,1820,Hardball,Comedy,32000000,40222729,9/14/2001,106,Brian Robbins,9,5,11,48,4,60,22,2.7,2001,https://image.tmdb.org/t/p/w500/9RMcwwnK8a9WCt8dVlwmtNsFCg3.jpg
2013,233,0.015,37,Oz: The Great and Powerful,Fantasy,200000000,491868548,3/7/2013,130,Sam Raimi,21,10,11,44,196,81,236,6.1,2013,https://image.tmdb.org/t/p/w500/tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg
2007,207.3,0.029,2504,Run Fatboy Run,Comedy,10000000,33000000,9/6/2007,100,David Schwimmer,16,4,7,48,19,6,31,6.6,2007,https://image.tmdb.org/t/p/w500/2MZNPXJquIG8OcwajiR8YkCr7ak.jpg
2003,184,0.023,1666,Jeepers Creepers 2,Horror,17000000,63102666,8/8/2003,104,Victor Salva,11,15,3,36,24,19,92,7.5,2003,https://image.tmdb.org/t/p/w500/u2ghDfjcs3y5c8ata3COc4pWiAN.jpg
2015,237,0.001,2,Spectre,Action,245000000,880674609,10/26/2015,148,Sam Mendes,,,,,,,,,2015,https://image.tmdb.org/t/p/w500/zj8ongFhtWNsVlfjOGo8pSr7PQg.jpg
2015,237,0.001,7,Avengers: Age of Ultron,Action,280000000,1405403694,4/22/2015,141,Joss Whedon,,,,,,,,,2015,https://image.tmdb.org/t/p/w500/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg
2012,229.6,0.021,18,Men in Black 3,Action,225000000,624026776,5/23/2012,106,Barry Sonnenfeld,,,,,,,,,2012,https://image.tmdb.org/t/p/w500/90DdoEStzeObs96fsYf4GG544iN.jpg
2014,236.7,0.016,74,Edge of Tomorrow,Action,178000000,370541256,5/27/2014,113,Doug Liman,,,,,,,,,2014,https://image.tmdb.org/t/p/w500/xjw5trHV7Mwo61P0kCTy8paEkgO.jpg
2016,240,0.013,96,シン・ゴジラ,Action,15000000,77000000,7/29/2016,120,Hideaki Anno,,,,,,,,,2016,https://image.tmdb.org/t/p/w500/jPNShaWZMpVF0iQ7j1dvTuZLD20.jpg
2015,237,0.001,107,Terminator Genisys,Science,155000000,440603537,6/23/2015,126,Alan Taylor,,,,,,,,,2015,https://image.tmdb.org/t/p/w500/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg
2011,224.9,0.032,167,Captain America: The First Avenger,Action,140000000,370569774,7/22/2011,124,Joe Johnston,,,,,,,,,2011,https://image.tmdb.org/t/p/w500/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg
2001,177.1,0.028,195,Harry Potter and the Philosopher's Stone,Adventure,125000000,976475550,11/16/2001,152,Chris Columbus,,,,,,,,,2001,https://image.tmdb.org/t/p/w500/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg
2003,184,0.023,201,X2,Adventure,110000000,407711549,4/24/2003,133,Bryan Singer,,,,,,,,,2003,https://image.tmdb.org/t/p/w500/rtrd4qieMAhoUshu83Vi1GazM1O.jpg
2007,207.3,0.029,213,4: Rise of the Silver Surfer,Adventure,130000000,289047763,6/13/2007,92,Tim Story,,,,,,,,,2007,https://image.tmdb.org/t/p/w500/1rxTraSO45jbvTrCeSvJ6RmOu1b.jpg
2008,215.3,0.038,233,Astérix aux Jeux Olympiques,Fantasy,97250400,132900000,1/13/2008,116,Thomas Langmann,,,,,,,,,2008,https://image.tmdb.org/t/p/w500/eNB2SrqmTJLByRDq3akDzA6Z9rC.jpg
2015,237,0.001,247,Insurgent,Adventure,110000000,295238201,3/18/2015,119,Robert Schwentke,,,,,,,,,2015,https://image.tmdb.org/t/p/w500/dP5Fb6YRfzmCQtRbHOr2kO7tJW9.jpg
2016,240,0.013,254,Allegiant,Adventure,110000000,179246868,3/9/2016,121,Robert Schwentke,,,,,,,,,2016,https://image.tmdb.org/t/p/w500/ijpRQOwZzGy0vb3Uqmk2Naug1C0.jpg
2001,177.1,0.028,269,Town & Country,Comedy,90000000,10372291,4/27/2001,104,Peter Chelsom,,,,,,,,,2001,https://image.tmdb.org/t/p/w500/mgrWybODOer6D8kYg3UgX3GstyI.jpg
2011,224.9,0.032,313,金陵十三釵,Drama,94000000,95311434,12/15/2011,145,Zhang Yimou,,,,,,,,,2011,https://image.tmdb.org/t/p/w500/pYltmnA1VDWl45EcVQoJYPsTpLW.jpg
2010,218.1,0.016,374,The Nutcracker: The Untold Story,Fantasy,90000000,16178959,11/24/2010,110,Andrei Konchalovsky,,,,,,,,,2010,https://image.tmdb.org/t/p/w500/8qpovUSOZiqFOpsHoByfKojI8iC.jpg
2010,218.1,0.016,409,Cats & Dogs 2 : The Revenge of Kitty Galore,Comedy,85000000,112483764,7/30/2010,82,Brad Peyton,,,,,,,,,2010,https://image.tmdb.org/t/p/w500/nTsZT66I4U3aS9ezLdOKacfvo8T.jpg
1999,166.6,0.022,441,The Haunting,Horror,80000000,91188905,7/23/1999,113,Jan de Bont,,,,,,,,,1999,https://image.tmdb.org/t/p/w500/xwLldS5JnB4441iS50ha9ZrkaA8.jpg
1996,156.9,0.029,462,Daylight,Action,80000000,159212469,12/6/1996,115,Rob Cohen,,,,,,,,,1996,https://image.tmdb.org/t/p/w500/7XL0WcNx1AuFLR96vka3cHOgy7a.jpg
2000,172.2,0.034,464,Battlefield Earth,Action,44000000,21400000,5/10/2000,118,Roger Christian,,,,,,,,,2000,https://image.tmdb.org/t/p/w500/wXCRuBHdJ5aTFQdsuGJFXNdo79T.jpg
2006,201.6,0.032,472,Arthur et les Minimoys,Adventure,86000000,107944236,12/13/2006,94,Luc Besson,,,,,,,,,2006,https://image.tmdb.org/t/p/w500/gH27K0S7BiZCsNMxzOQTacG9IZp.jpg
1995,152.4,0.028,516,First Knight,Action,55000000,127600435,7/7/1995,134,Jerry Zucker,,,,,,,,,1995,https://image.tmdb.org/t/p/w500/xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg
1998,163,0.016,521,Soldier,Action,75000000,14567883,10/23/1998,99,Paul W.S. Anderson,,,,,,,,,1998,https://image.tmdb.org/t/p/w500/rYy5m4nnjdlvB6dyGkP9ELZbUZz.jpg
